Variable:,measure_id,measure_name,location_id,location_name,fips,race_id,race_name,sex_id,sex_name,age_group_id,age_name,cause_id,cause_name,year,metric_id,metric_name,val,upper,lower
,,,742,Dallas County (Arkansas),5039,,,,,,,,,,,,,,
,,,743,Desha County (Arkansas),5041,,,,,,,,,,,,,,
,,,750,Drew County (Arkansas),5043,,,,,,,,,,,,,,
,,,718,Faulkner County (Arkansas),5045,,,,,,,,,,,,,,
,,,705,Franklin County (Arkansas),5047,,,,,,,,,,,,,,
,,,685,Fulton County (Arkansas),5049,,,,,,,,,,,,,,
,,,729,Garland County (Arkansas),5051,,,,,,,,,,,,,,
,,,735,Grant County (Arkansas),5053,,,,,,,,,,,,,,
,,,693,Greene County (Arkansas),5055,,,,,,,,,,,,,,
,,,745,Hempstead County (Arkansas),5057,,,,,,,,,,,,,,
,,,734,Hot Spring County (Arkansas),5059,,,,,,,,,,,,,,
,,,737,Howard County (Arkansas),5061,,,,,,,,,,,,,,
,,,702,Independence County (Arkansas),5063,,,,,,,,,,,,,,
,,,695,Izard County (Arkansas),5065,,,,,,,,,,,,,,
,,,703,Jackson County (Arkansas),5067,,,,,,,,,,,,,,
,,,736,Jefferson County (Arkansas),5069,,,,,,,,,,,,,,
,,,706,Johnson County (Arkansas),5071,,,,,,,,,,,,,,
,,,754,Lafayette County (Arkansas),5073,,,,,,,,,,,,,,
,,,694,Lawrence County (Arkansas),5075,,,,,,,,,,,,,,
,,,727,Lee County (Arkansas),5077,,,,,,,,,,,,,,
,,,741,Lincoln County (Arkansas),5079,,,,,,,,,,,,,,
,,,747,Little River County (Arkansas),5081,,,,,,,,,,,,,,
,,,717,Logan County (Arkansas),5083,,,,,,,,,,,,,,
,,,724,Lonoke County (Arkansas),5085,,,,,,,,,,,,,,
,,,692,Madison County (Arkansas),5087,,,,,,,,,,,,,,
,,,689,Marion County (Arkansas),5089,,,,,,,,,,,,,,
,,,752,Miller County (Arkansas),5091,,,,,,,,,,,,,,
,,,700,Mississippi County (Arkansas),5093,,,,,,,,,,,,,,
,,,726,Monroe County (Arkansas),5095,,,,,,,,,,,,,,
,,,730,Montgomery County (Arkansas),5097,,,,,,,,,,,,,,
,,,746,Nevada County (Arkansas),5099,,,,,,,,,,,,,,
,,,697,Newton County (Arkansas),5101,,,,,,,,,,,,,,
,,,748,Ouachita County (Arkansas),5103,,,,,,,,,,,,,,
,,,721,Perry County (Arkansas),5105,,,,,,,,,,,,,,
,,,732,Phillips County (Arkansas),5107,,,,,,,,,,,,,,
,,,738,Pike County (Arkansas),5109,,,,,,,,,,,,,,
,,,710,Poinsett County (Arkansas),5111,,,,,,,,,,,,,,
,,,731,Polk County (Arkansas),5113,,,,,,,,,,,,,,
,,,708,Pope County (Arkansas),5115,,,,,,,,,,,,,,
,,,723,Prairie County (Arkansas),5117,,,,,,,,,,,,,,
,,,725,Pulaski County (Arkansas),5119,,,,,,,,,,,,,,
,,,687,Randolph County (Arkansas),5121,,,,,,,,,,,,,,
,,,720,Saint Francis County (Arkansas),5123,,,,,,,,,,,,,,
,,,728,Saline County (Arkansas),5125,,,,,,,,,,,,,,
,,,722,Scott County (Arkansas),5127,,,,,,,,,,,,,,
,,,698,Searcy County (Arkansas),5129,,,,,,,,,,,,,,
,,,713,Sebastian County (Arkansas),5131,,,,,,,,,,,,,,
,,,740,Sevier County (Arkansas),5133,,,,,,,,,,,,,,
,,,686,Sharp County (Arkansas),5135,,,,,,,,,,,,,,
,,,699,Stone County (Arkansas),5137,,,,,,,,,,,,,,
,,,757,Union County (Arkansas),5139,,,,,,,,,,,,,,
,,,704,Van Buren County (Arkansas),5141,,,,,,,,,,,,,,
,,,696,Washington County (Arkansas),5143,,,,,,,,,,,,,,
,,,711,White County (Arkansas),5145,,,,,,,,,,,,,,
,,,715,Woodruff County (Arkansas),5147,,,,,,,,,,,,,,
,,,719,Yell County (Arkansas),5149,,,,,,,,,,,,,,
,,,527,California,6,,,,,,,,,,,,,,
,,,792,Alameda County (California),6001,,,,,,,,,,,,,,
,,,779,Alpine County (California),6003,,,,,,,,,,,,,,
,,,784,Amador County (California),6005,,,,,,,,,,,,,,
,,,767,Butte County (California),6007,,,,,,,,,,,,,,
,,,785,Calaveras County (California),6009,,,,,,,,,,,,,,
,,,774,Colusa County (California),6011,,,,,,,,,,,,,,
,,,790,Contra Costa County (California),6013,,,,,,,,,,,,,,
,,,759,Del Norte County (California),6015,,,,,,,,,,,,,,
,,,777,El Dorado County (California),6017,,,,,,,,,,,,,,
,,,798,Fresno County (California),6019,,,,,,,,,,,,,,
,,,769,Glenn County (California),6021,,,,,,,,,,,,,,
,,,761,Humboldt County (California),6023,,,,,,,,,,,,,,
,,,815,Imperial County (California),6025,,,,,,,,,,,,,,
,,,800,Inyo County (California),6027,,,,,,,,,,,,,,
,,,806,Kern County (California),6029,,,,,,,,,,,,,,
,,,805,Kings County (California),6031,,,,,,,,,,,,,,
,,,772,Lake County (California),6033,,,,,,,,,,,,,,
,,,764,Lassen County (California),6035,,,,,,,,,,,,,,
,,,814,Los Angeles County (California),6037,,,,,,,,,,,,,,
,,,795,Madera County (California),6039,,,,,,,,,,,,,,
,,,787,Marin County (California),6041,,,,,,,,,,,,,,
,,,793,Mariposa County (California),6043,,,,,,,,,,,,,,
,,,768,Mendocino County (California),6045,,,,,,,,,,,,,,
,,,797,Merced County (California),6047,,,,,,,,,,,,,,
,,,760,Modoc County (California),6049,,,,,,,,,,,,,,
,,,783,Mono County (California),6051,,,,,,,,,,,,,,
,,,803,Monterey County (California),6053,,,,,,,,,,,,,,
,,,780,Napa County (California),6055,,,,,,,,,,,,,,
,,,773,Nevada County (California),6057,,,,,,,,,,,,,,
,,,812,Orange County (California),6059,,,,,,,,,,,,,,
,,,775,Placer County (California),6061,,,,,,,,,,,,,,
,,,766,Plumas County (California),6063,,,,,,,,,,,,,,
,,,810,Riverside County (California),6065,,,,,,,,,,,,,,
,,,782,Sacramento County (California),6067,,,,,,,,,,,,,,
,,,802,San Benito County (California),6069,,,,,,,,,,,,,,
,,,807,San Bernardino County (California),6071,,,,,,,,,,,,,,
,,,813,San Diego County (California),6073,,,,,,,,,,,,,,
,,,794,San Francisco County (California),6075,,,,,,,,,,,,,,
,,,788,San Joaquin County (California),6077,,,,,,,,,,,,,,
,,,808,San Luis Obispo County (California),6079,,,,,,,,,,,,,,
,,,796,San Mateo County (California),6081,,,,,,,,,,,,,,
,,,811,Santa Barbara County (California),6083,,,,,,,,,,,,,,
,,,799,Santa Clara County (California),6085,,,,,,,,,,,,,,
,,,801,Santa Cruz County (California),6087,,,,,,,,,,,,,,
,,,763,Shasta County (California),6089,,,,,,,,,,,,,,
,,,770,Sierra County (California),6091,,,,,,,,,,,,,,
,,,758,Siskiyou County (California),6093,,,,,,,,,,,,,,
,,,789,Solano County (California),6095,,,,,,,,,,,,,,
,,,781,Sonoma County (California),6097,,,,,,,,,,,,,,
,,,791,Stanislaus County (California),6099,,,,,,,,,,,,,,
,,,776,Sutter County (California),6101,,,,,,,,,,,,,,
,,,765,Tehama County (California),6103,,,,,,,,,,,,,,
,,,762,Trinity County (California),6105,,,,,,,,,,,,,,
,,,804,Tulare County (California),6107,,,,,,,,,,,,,,
,,,786,Tuolumne County (California),6109,,,,,,,,,,,,,,
,,,809,Ventura County (California),6111,,,,,,,,,,,,,,
,,,778,Yolo County (California),6113,,,,,,,,,,,,,,
,,,771,Yuba County (California),6115,,,,,,,,,,,,,,
,,,528,Colorado,8,,,,,,,,,,,,,,
,,,872,Alamosa County (Colorado),8003,,,,,,,,,,,,,,
,,,877,Archuleta County (Colorado),8007,,,,,,,,,,,,,,
,,,873,Baca County (Colorado),8009,,,,,,,,,,,,,,
,,,861,Bent County (Colorado),8011,,,,,,,,,,,,,,
,,,851,Chaffee County (Colorado),8015,,,,,,,,,,,,,,
,,,852,Cheyenne County (Colorado),8017,,,,,,,,,,,,,,
,,,836,Clear Creek County (Colorado),8019,,,,,,,,,,,,,,
,,,878,Conejos County (Colorado),8021,,,,,,,,,,,,,,
,,,874,Costilla County (Colorado),8023,,,,,,,,,,,,,,
,,,857,Crowley County (Colorado),8025,,,,,,,,,,,,,,
,,,863,Custer County (Colorado),8027,,,,,,,,,,,,,,
,,,848,Delta County (Colorado),8029,,,,,,,,,,,,,,
,,,869,Dolores County (Colorado),8033,,,,,,,,,,,,,,
,,,843,Douglas County (Colorado),8035,,,,,,,,,,,,,,
,,,834,Eagle County (Colorado),8037,,,,,,,,,,,,,,
,,,841,Elbert County (Colorado),8039,,,,,,,,,,,,,,
,,,849,El Paso County (Colorado),8041,,,,,,,,,,,,,,
,,,853,Fremont County (Colorado),8043,,,,,,,,,,,,,,
,,,830,Garfield County (Colorado),8045,,,,,,,,,,,,,,
,,,832,Gilpin County (Colorado),8047,,,,,,,,,,,,,,
,,,825,Grand County (Colorado),8049,,,,,,,,,,,,,,
,,,847,Gunnison County (Colorado),8051,,,,,,,,,,,,,,
,,,865,Hinsdale County (Colorado),8053,,,,,,,,,,,,,,
,,,866,Huerfano County (Colorado),8055,,,,,,,,,,,,,,
,,,818,Jackson County (Colorado),8057,,,,,,,,,,,,,,
,,,855,Kiowa County (Colorado),8061,,,,,,,,,,,,,,
,,,839,Kit Carson County (Colorado),8063,,,,,,,,,,,,,,
,,,844,Lake County (Colorado),8065,,,,,,,,,,,,,,
,,,876,La Plata County (Colorado),8067,,,,,,,,,,,,,,
,,,822,Larimer County (Colorado),8069,,,,,,,,,,,,,,
,,,871,Las Animas County (Colorado),8071,,,,,,,,,,,,,,
,,,840,Lincoln County (Colorado),8073,,,,,,,,,,,,,,
,,,819,Logan County (Colorado),8075,,,,,,,,,,,,,,
,,,845,Mesa County (Colorado),8077,,,,,,,,,,,,,,
,,,868,Mineral County (Colorado),8079,,,,,,,,,,,,,,
,,,816,Moffat County (Colorado),8081,,,,,,,,,,,,,,
,,,875,Montezuma County (Colorado),8083,,,,,,,,,,,,,,
,,,854,Montrose County (Colorado),8085,,,,,,,,,,,,,,
,,,824,Morgan County (Colorado),8087,,,,,,,,,,,,,,
,,,862,Otero County (Colorado),8089,,,,,,,,,,,,,,
,,,859,Ouray County (Colorado),8091,,,,,,,,,,,,,,
,,,842,Park County (Colorado),8093,,,,,,,,,,,,,,
,,,823,Phillips County (Colorado),8095,,,,,,,,,,,,,,
,,,846,Pitkin County (Colorado),8097,,,,,,,,,,,,,,
,,,860,Prowers County (Colorado),8099,,,,,,,,,,,,,,
,,,856,Pueblo County (Colorado),8101,,,,,,,,,,,,,,
,,,829,Rio Blanco County (Colorado),8103,,,,,,,,,,,,,,
,,,870,Rio Grande County (Colorado),8105,,,,,,,,,,,,,,
,,,821,Routt County (Colorado),8107,,,,,,,,,,,,,,
,,,858,Saguache County (Colorado),8109,,,,,,,,,,,,,,
,,,867,San Juan County (Colorado),8111,,,,,,,,,,,,,,
,,,864,San Miguel County (Colorado),8113,,,,,,,,,,,,,,
,,,820,Sedgwick County (Colorado),8115,,,,,,,,,,,,,,
,,,833,Summit County (Colorado),8117,,,,,,,,,,,,,,
,,,850,Teller County (Colorado),8119,,,,,,,,,,,,,,
,,,827,Washington County (Colorado),8121,,,,,,,,,,,,,,
,,,826,Yuma County (Colorado),8125,,,,,,,,,,,,,,
,,,94092,Adams County (Colorado),8001,,,,,,,,,,,,,,
,,,94092,Arapahoe County (Colorado),8005,,,,,,,,,,,,,,
,,,94092,Boulder County (Colorado),8013,,,,,,,,,,,,,,
,,,94092,Broomfield County (Colorado),8014,,,,,,,,,,,,,,
,,,94092,Denver County (Colorado),8031,,,,,,,,,,,,,,
,,,94092,Jefferson County (Colorado),8059,,,,,,,,,,,,,,
,,,94092,Weld County (Colorado),8123,,,,,,,,,,,,,,
,,,529,Connecticut,9,,,,,,,,,,,,,,
,,,885,Fairfield County (Connecticut),9001,,,,,,,,,,,,,,
,,,881,Hartford County (Connecticut),9003,,,,,,,,,,,,,,
,,,880,Litchfield County (Connecticut),9005,,,,,,,,,,,,,,
,,,886,Middlesex County (Connecticut),9007,,,,,,,,,,,,,,
,,,887,New Haven County (Connecticut),9009,,,,,,,,,,,,,,
,,,884,New London County (Connecticut),9011,,,,,,,,,,,,,,
,,,882,Tolland County (Connecticut),9013,,,,,,,,,,,,,,
,,,883,Windham County (Connecticut),9015,,,,,,,,,,,,,,
,,,530,Delaware,10,,,,,,,,,,,,,,
,,,889,Kent County (Delaware),10001,,,,,,,,,,,,,,
,,,888,New Castle County (Delaware),10003,,,,,,,,,,,,,,
,,,890,Sussex County (Delaware),10005,,,,,,,,,,,,,,
,,,531,District of Columbia,11,,,,,,,,,,,,,,
,,,891,District of Columbia,11001,,,,,,,,,,,,,,
,,,532,Florida,12,,,,,,,,,,,,,,
,,,921,Alachua County (Florida),12001,,,,,,,,,,,,,,
,,,905,Baker County (Florida),12003,,,,,,,,,,,,,,
,,,907,Bay County (Florida),12005,,,,,,,,,,,,,,
,,,919,Bradford County (Florida),12007,,,,,,,,,,,,,,
,,,935,Brevard County (Florida),12009,,,,,,,,,,,,,,
,,,956,Broward County (Florida),12011,,,,,,,,,,,,,,
,,,902,Calhoun County (Florida),12013,,,,,,,,,,,,,,
,,,951,Charlotte County (Florida),12015,,,,,,,,,,,,,,
,,,930,Citrus County (Florida),12017,,,,,,,,,,,,,,
,,,917,Clay County (Florida),12019,,,,,,,,,,,,,,
,,,955,Collier County (Florida),12021,,,,,,,,,,,,,,
,,,904,Columbia County (Florida),12023,,,,,,,,,,,,,,
,,,94081,Dade County (Florida),12025,,,,,,,,,,,,,,
,,,94081,Miami-Dade County (Florida),12086,,,,,,,,,,,,,,
,,,948,DeSoto County (Florida),12027,,,,,,,,,,,,,,
,,,924,Dixie County (Florida),12029,,,,,,,,,,,,,,
,,,906,Duval County (Florida),12031,,,,,,,,,,,,,,
,,,911,Escambia County (Florida),12033,,,,,,,,,,,,,,
,,,925,Flagler County (Florida),12035,,,,,,,,,,,,,,
,,,920,Franklin County (Florida),12037,,,,,,,,,,,,,,
,,,897,Gadsden County (Florida),12039,,,,,,,,,,,,,,
,,,922,Gilchrist County (Florida),12041,,,,,,,,,,,,,,
,,,950,Glades County (Florida),12043,,,,,,,,,,,,,,
,,,916,Gulf County (Florida),12045,,,,,,,,,,,,,,
,,,901,Hamilton County (Florida),12047,,,,,,,,,,,,,,
,,,942,Hardee County (Florida),12049,,,,,,,,,,,,,,
,,,953,Hendry County (Florida),12051,,,,,,,,,,,,,,
,,,934,Hernando County (Florida),12053,,,,,,,,,,,,,,
,,,943,Highlands County (Florida),12055,,,,,,,,,,,,,,
,,,940,Hillsborough County (Florida),12057,,,,,,,,,,,,,,
,,,893,Holmes County (Florida),12059,,,,,,,,,,,,,,
,,,941,Indian River County (Florida),12061,,,,,,,,,,,,,,
,,,892,Jackson County (Florida),12063,,,,,,,,,,,,,,
,,,899,Jefferson County (Florida),12065,,,,,,,,,,,,,,
,,,914,Lafayette County (Florida),12067,,,,,,,,,,,,,,
,,,929,Lake County (Florida),12069,,,,,,,,,,,,,,
,,,954,Lee County (Florida),12071,,,,,,,,,,,,,,
,,,898,Leon County (Florida),12073,,,,,,,,,,,,,,
,,,926,Levy County (Florida),12075,,,,,,,,,,,,,,
,,,903,Liberty County (Florida),12077,,,,,,,,,,,,,,
,,,900,Madison County (Florida),12079,,,,,,,,,,,,,,
,,,944,Manatee County (Florida),12081,,,,,,,,,,,,,,
,,,927,Marion County (Florida),12083,,,,,,,,,,,,,,
,,,949,Martin County (Florida),12085,,,,,,,,,,,,,,
,,,958,Monroe County (Florida),12087,,,,,,,,,,,,,,
,,,896,Nassau County (Florida),12089,,,,,,,,,,,,,,
,,,909,Okaloosa County (Florida),12091,,,,,,,,,,,,,,
,,,945,Okeechobee County (Florida),12093,,,,,,,,,,,,,,
,,,933,Orange County (Florida),12095,,,,,,,,,,,,,,
,,,938,Osceola County (Florida),12097,,,,,,,,,,,,,,
,,,952,Palm Beach County (Florida),12099,,,,,,,,,,,,,,
,,,936,Pasco County (Florida),12101,,,,,,,,,,,,,,
,,,939,Pinellas County (Florida),12103,,,,,,,,,,,,,,
,,,937,Polk County (Florida),12105,,,,,,,,,,,,,,
,,,923,Putnam County (Florida),12107,,,,,,,,,,,,,,
,,,915,Saint Johns County (Florida),12109,,,,,,,,,,,,,,
,,,946,Saint Lucie County (Florida),12111,,,,,,,,,,,,,,
,,,910,Santa Rosa County (Florida),12113,,,,,,,,,,,,,,
,,,947,Sarasota County (Florida),12115,,,,,,,,,,,,,,
,,,932,Seminole County (Florida),12117,,,,,,,,,,,,,,
,,,931,Sumter County (Florida),12119,,,,,,,,,,,,,,
,,,908,Suwannee County (Florida),12121,,,,,,,,,,,,,,
,,,912,Taylor County (Florida),12123,,,,,,,,,,,,,,
,,,918,Union County (Florida),12125,,,,,,,,,,,,,,
,,,928,Volusia County (Florida),12127,,,,,,,,,,,,,,
